,id,title,director,cast,country,release_year,genre_types,rating,duration,description,popularity,production_companies,writers,combined,original_title
47,320873,dhanak,Nagesh Kukunoor,"Krrish Chhabria, Hetal Gada, Vipin Sharma, Gulfam Khan, Suresh Menon, Vijay Maurya, Rajiv Lakshman, Ninad Kamat",India,2015,"Comedies, Dramas, Independent Movies",TV-PG,114 min,A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.,4.23,"Manish Realities, Drishyam Films, Kukunoor Movies",Nagesh Kukunoor,"nagesh kukunoorkrrish chhabria, hetal gada, vipin sharma, gulfam khan, suresh menon, vijay maurya, rajiv lakshman, ninad kamatindia2015",Dhanak
48,728125,final account,Luke Holland,,"United Kingdom, United States",2021,Documentaries,PG-13,94 min,This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,4.61,"Participant, Passion Pictures, Zef Productions, Focus Features",,"luke hollandunited kingdom, united states2021",Final Account
49,432140,gurgaon,Shanker Raman,"Akshay Oberoi, Pankaj Tripathi, Ragini Khanna, Aamir Bashir, Shalini Vatsa, Ashish Verma",India,2017,"Dramas, International Movies, Thrillers",TV-14,106 min,"When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",3.98,McAlex’s Jar Pictures,"Shanker Raman, Vipin Bhati, Hussain Haidry, Yogi Singha, Sourabh Ratnu","shanker ramanakshay oberoi, pankaj tripathi, ragini khanna, aamir bashir, shalini vatsa, ashish vermaindia2017",Gurgaon
50,41483,here and there,JP Habac,"Janine Gutierrez, JC Santos, Victor Anastacio, Yesh Burce, Lotlot De Leon",,2020,"Dramas, International Movies, Romantic Movies",TV-MA,99 min,"After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.",1.68,"Kino Kamera, Penrose Film, Joroni Film, Here and There Productions",Darko Lungulov,"jp habacjanine gutierrez, jc santos, victor anastacio, yesh burce, lotlot de leon2020",Here and There
51,10944,in the cut,Jane Campion,"Meg Ryan, Mark Ruffalo, Jennifer Jason Leigh, Nick Damici, Sharrieff Pugh, Kevin Bacon, Yaani King Mondschein, Heather Litteer","United Kingdom, Australia, France, United States",2003,Thrillers,R,118 min,"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",24.74,"Screen Gems, Red Turtle, Pathé Productions","Susanna Moore, Stavros Kazantzidis, Jane Campion","jane campionmeg ryan, mark ruffalo, jennifer jason leigh, nick damici, sharrieff pugh, kevin bacon, yaani king mondschein, heather litteerunited kingdom, australia, france, united states2003",In the Cut
52,661671,shikara,Vidhu Vinod Chopra,"Aadil Khan, Sadia Khateeb, Zain Khan Durrani, Priyanshu Chatterjee, Bhavna Chauhan, Ashwin Dhar, Farid Azad Khan, Saghar Sehrai",India,2020,"Dramas, International Movies, Romantic Movies",TV-14,115 min,A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,3.32,Vinod Chopra Films,"Vidhu Vinod Chopra, Abhijat Joshi, Rahul Pandita","vidhu vinod chopraaadil khan, sadia khateeb, zain khan durrani, priyanshu chatterjee, bhavna chauhan, ashwin dhar, farid azad khan, saghar sehraiindia2020",Shikara
53,11247,a cinderella story,Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg","United States, Canada",2004,"Children & Family Movies, Comedies",PG,95 min,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,42.98,"Dylan Sellers Productions, Gaylord Films, Clifford Werber Productions, Warner Bros. Pictures",Leigh Dunlap,"mark rosmanhilary duff, chad michael murray, jennifer coolidge, dan byrd, regina king, julie gonzalo, lin shaye, madeline zima, andrea avery, mary pat gleason, paul rodriguez, whip hubley, kevin kilner, erica hubbard, simon helbergunited states, canada2004",A Cinderella Story
54,1947,an unfinished life,Lasse Hallström,"Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas, Damian Lewis, Camryn Manheim, Becca Gardner, Lynda Boyd, Rob Hayter, P. Lynn Johnson","Germany, United States",2005,Dramas,PG-13,108 min,"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.",22.38,"Miramax, Revolution Studios, Initial Entertainment Group, The Ladd Company, Kalis Productions GmbH & Co. Zweite KG, Persistent Entertainment, Unfinished Films","Mark Spragg, Virginia Korus Spragg","lasse hallströmrobert redford, jennifer lopez, morgan freeman, josh lucas, damian lewis, camryn manheim, becca gardner, lynda boyd, rob hayter, p. lynn johnsongermany, united states2005",An Unfinished Life
55,198184,chappie,Neill Blomkamp,"Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede","South Africa, United States",2015,"Action & Adventure, Sci-Fi & Fantasy",R,121 min,"In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",59.67,"Columbia Pictures, MRC, LStar Capital, Genre Films","Neill Blomkamp, Terri Tatchell","neill blomkampsharlto copley, hugh jackman, sigourney weaver, dev patel, ninja, yo-landi visser, jose pablo cantillo, brandon auret, johnny selema, maurice carpedesouth africa, united states2015",Chappie
56,9331,clear and present danger,Phillip Noyce,"Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida, Henry Czerny, Harris Yulin, Donald Moffat, Miguel Sandoval, Benjamin Bratt, Dean Jones, Thora Birch, James Earl Jones, Raymond Cruz","United States, Mexico",1994,"Action & Adventure, Dramas",PG-13,142 min,"When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.",49.7,"Paramount, Mace Neufeld Productions, Robert Rehme Productions","Donald Stewart, John Milius, Steven Zaillian, Tom Clancy","phillip noyceharrison ford, willem dafoe, anne archer, joaquim de almeida, henry czerny, harris yulin, donald moffat, miguel sandoval, benjamin bratt, dean jones, thora birch, james earl jones, raymond cruzunited states, mexico1994",Clear and Present Danger
57,9350,cliffhanger,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn, Caroline Goodall, Leon, Craig Fairbrass, Ralph Waite, Max Perlich, Paul Winfield","United States, Italy, France, Japan",1993,Action & Adventure,R,113 min,"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",30.04,"TriStar Pictures, Carolco Pictures, Pioneer LDCA, Inc., RCS Video, Cliffhanger B. V., Le Studio Canal+, Canal+","Michael France, Sylvester Stallone, John Long","renny harlinsylvester stallone, john lithgow, michael rooker, janine turner, rex linn, caroline goodall, leon, craig fairbrass, ralph waite, max perlich, paul winfieldunited states, italy, france, japan1993",Cliffhanger
58,2289,cold mountain,Anthony Minghella,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson, Philip Seymour Hoffman, Natalie Portman, Giovanni Ribisi, Donald Sutherland, Ray Winstone","United States, Italy, Romania, United Kingdom",2003,"Dramas, Romantic Movies",R,154 min,"This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.",29.3,"Miramax, Mirage Enterprises, Bona Fide Productions, Castel Film, Cattleya","Anthony Minghella, Charles Frazier","anthony minghellajude law, nicole kidman, renée zellweger, eileen atkins, brendan gleeson, philip seymour hoffman, natalie portman, giovanni ribisi, donald sutherland, ray winstoneunited states, italy, romania, united kingdom2003",Cold Mountain
59,9290,crocodile dundee in los angeles,Simon Wincer,"Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks, Aida Turturro, Alec Wilson, Gerry Skilton, Steve Rackman, Serge Cockburn, Paul Rodriguez, Mark Adair-Rios, Tiriel Mora, Grant Piro, Mike Tyson","Australia, United States",2001,"Action & Adventure, Comedies",PG,95 min,"When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.",18.35,"Bungalow Productions, Silver Lion Films, Vision View Entertainment, Paramount","Eric Abrams, Matthew Berry, Paul Hogan","simon wincerpaul hogan, linda kozlowski, jere burns, jonathan banks, aida turturro, alec wilson, gerry skilton, steve rackman, serge cockburn, paul rodriguez, mark adair-rios, tiriel mora, grant piro, mike tysonaustralia, united states2001",Crocodile Dundee in Los Angeles
60,22971,dear john,Lasse Hallström,"Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas, D.J. Cotrona, Cullen Moss, Gavin McCulley, Jose Lucena Jr., Keith Robinson, Scott Porter",United States,2010,"Dramas, Romantic Movies",PG-13,108 min,"While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.",22.95,"Screen Gems, Relativity Media, Temple Hill Entertainment","Nicholas Sparks, Jamie Linden","lasse hallströmchanning tatum, amanda seyfried, richard jenkins, henry thomas, d.j. cotrona, cullen moss, gavin mcculley, jose lucena jr., keith robinson, scott porterunited states2010",Dear John
61,925,do the right thing,Spike Lee,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson, Giancarlo Esposito, Spike Lee, Bill Nunn, John Turturro, Paul Benjamin, Frankie Faison, Samuel L. Jackson, Rosie Perez, Martin Lawrence, Miguel Sandoval",United States,1989,"Classic Movies, Comedies, Dramas",R,120 min,"On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.",26.94,"40 Acres and a Mule Filmworks, Universal Pictures",Spike Lee,"spike leedanny aiello, ossie davis, ruby dee, richard edson, giancarlo esposito, spike lee, bill nunn, john turturro, paul benjamin, frankie faison, samuel l. jackson, rosie perez, martin lawrence, miguel sandovalunited states1989",Do the Right Thing
62,218381,extraction,Steven C. Miller,"Bruce Willis, Kellan Lutz, Gina Carano, D.B. Sweeney, Joshua Mikel, Steve Coulter, Dan Bilzerian, Heather Johansen","United States, United Kingdom, Canada",2015,Action & Adventure,R,82 min,"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",6.17,Sony Pictures,Tony Giglio,"steven c. millerbruce willis, kellan lutz, gina carano, d.b. sweeney, joshua mikel, steve coulter, dan bilzerian, heather johansenunited states, united kingdom, canada2015",Extraction
63,1646,freedom writers,Richard LaGravenese,"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April L. Hernandez, Mario, Kristin Herrera, Jaclyn Ngan, Sergio Montalvo, Jason Finn, Deance Wyatt, Vanetta Smith","Germany, United States",2007,Dramas,PG-13,124 min,"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",23.4,"Double Feature Films, Jersey Films, Kernos Filmproduktionsgesellschaft & Company","Freedom Writers, Richard LaGravenese, Erin Gruwell","richard lagravenesehilary swank, patrick dempsey, scott glenn, imelda staunton, april l. hernandez, mario, kristin herrera, jaclyn ngan, sergio montalvo, jason finn, deance wyatt, vanetta smithgermany, united states2007",Freedom Writers
64,44912,green lantern,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong, Tim Robbins, Jay O. Sanders, Taika Waititi, Angela Bassett",United States,2011,"Action & Adventure, Sci-Fi & Fantasy",PG-13,114 min,Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.,41.24,"DC Entertainment, De Line Pictures, Warner Bros. Pictures","Michael Green, Michael Goldenberg, Greg Berlanti, Marc Guggenheim","martin campbellryan reynolds, blake lively, peter sarsgaard, mark strong, tim robbins, jay o. sanders, taika waititi, angela bassettunited states2011",Green Lantern
65,16094,house party,Reginald Hudlin,"Christopher Reid, Christopher Martin, Robin Harris, Tisha Campbell, A.J. Johnson, Martin Lawrence, Paul Anthony, Bowlegged Lou, B-Fine, Edith Fields, Kelly Jo Minter, Clifton Powell, Verda Bridges",United States,1990,"Comedies, Cult Movies",R,104 min,"Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another.",16.4,New Line Cinema,Reginald Hudlin,"reginald hudlinchristopher reid, christopher martin, robin harris, tisha campbell, a.j. johnson, martin lawrence, paul anthony, bowlegged lou, b-fine, edith fields, kelly jo minter, clifton powell, verda bridgesunited states1990",House Party
66,16096,house party 2,"George Jackson, Doug McHenry","Christopher Reid, Christopher Martin, Martin Lawrence, Bowlegged Lou, Paul Anthony, B-Fine, Tisha Campbell, Kamron, Iman, Queen Latifah",United States,1991,"Comedies, Cult Movies, Music & Musicals",R,94 min,"Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash.",12.96,New Line Cinema,"Rusty Cundieff, Reginald Hudlin, Daryl G. Nickens","george jackson, doug mchenrychristopher reid, christopher martin, martin lawrence, bowlegged lou, paul anthony, b-fine, tisha campbell, kamron, iman, queen latifahunited states1991",House Party 2
67,16097,house party 3,Eric Meza,"Christopher Reid, Christopher Martin, Tisha Campbell, David Edwards, Angela Means, Ketty Lester, Bernie Mac, Michael Colyar, Chris Tucker, Khandi Alexander",United States,1994,"Comedies, Music & Musicals",R,94 min,"After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.",7.32,New Line Cinema,"David Toney, Takashi Bufford","eric mezachristopher reid, christopher martin, tisha campbell, david edwards, angela means, ketty lester, bernie mac, michael colyar, chris tucker, khandi alexanderunited states1994",House Party 3
68,22314,in too deep,Michael Rymer,"Omar Epps, LL Cool J, Nia Long, Stanley Tucci, Pam Grier, Hill Harper, Jake Weber, David Patrick Kelly, Veronica Webb, Ron Canada, Robert LaSardo, Gano Grills, Ivonne Coll, Don Harvey, Mya, Nasir 'Nas' Jones, Jermaine Dupri",United States,1999,Thrillers,R,97 min,"Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder.",10.3,"Dimension Films, Suntaur Entertainment Company, Miramax","Paul Aaron, Michael Henry Brown","michael rymeromar epps, ll cool j, nia long, stanley tucci, pam grier, hill harper, jake weber, david patrick kelly, veronica webb, ron canada, robert lasardo, gano grills, ivonne coll, don harvey, mya, nasir 'nas' jones, jermaine dupriunited states1999",In Too Deep
69,16411,initial d,"Andrew Lau Wai-keung, Alan Mak","Jay Chou, Anne Suzuki, Edison Chen, Anthony Wong Chau-sang, Shawn Yue, Chapman To, Jordan Chan, Kenny Bee","China, Hong Kong",2005,"Action & Adventure, International Movies",TV-14,109 min,"By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.",18.88,"Sil-Metropole Organisation, Basic Pictures, Avex Entertainment, Media Asia Films, China Star Entertainment, Fennec Entertainment","Shuichi Shigeno, Felix Chong","andrew lau wai-keung, alan makjay chou, anne suzuki, edison chen, anthony wong chau-sang, shawn yue, chapman to, jordan chan, kenny beechina, hong kong2005",Initial D
